Collection_Code,Formula,Prototype
58891,CaGa2,CaIn2
199592,DyNi2,MgCu2(filled)-frame
31827,CrF2,CuF2
58649,BaGa2,AlB2
155832,CrO2,CaCl2
94257,MgB2,AlB2
246148,Mo2C,Fe2N-zeta
157943,CaH2,ZrBeSi
52364,CoBr2,CdI2(hP3)
52370,PbI2,CdI2(hP3)
109195,SiO2,Rutile#TiO2
44512,PtCl2,PdCl2
59543,SrIn2,CaIn2
633052,FeP2,Marcasite#FeS2(oP6)
42605,NiAs2,Marcasite#FeS2(oP6)
610853,Mn2As,Cu2Sb
108506,GdRh2,Laves(cub)#MgCu2
647738,PuOs2,Laves(2H)#MgZn2
262767,SnO2,Rutile#TiO2
645891,NdSb2,SmSb2
628499,NdCu2,CeCu2
659260,IrS2,Pyrite#FeS2(cP12)
609457,Tb2Al,Co2Si
646354,NiS2,Pyrite#FeS2(cP12)
24219,UC2,CaC2-I(I4/mmm)
31172,SrCl2,Fluorite#CaF2
79644,GeO2,Quartz(low)#SiO2
76577,NbSe2,NbSe2
172296,SiO2,Coesite#SiO2
107609,BePd2,CuZr2
141884,MnTe2,Pyrite#FeS2(cP12)
651600,TaSb2,NbSb2
605251,GdAg2,AlCr2#MoSi2
653017,ThTc2,Laves(2H)#MgZn2
199223,ZrV2,Laves(cub)#MgCu2
94280,MgF2,CaCl2
641407,LaMg2,Laves(cub)#MgCu2
611230,As2Pt,Pyrite#FeS2(cP12)
648423,RhPb2,CuAl2
150745,YCo2,Laves(cub)#MgCu2
58846,Bi2Pt,NiAs2
20725,TbS2,CaSb2
236849,LaC2,CaC2-I(I4/mmm)
44738,D2Eu,Cotunnite#PbCl2
639033,HoHg2,Cd2Ce
650085,ScRe2,Laves(2H)#MgZn2
428192,AsSe2,MoS2(3R)
43731,TmI2,CdI2(hP3)
642481,LuOs2,Laves(2H)#MgZn2
197959,BaF2,Fluorite#CaF2
643953,ZrMn2,Laves(2H)#MgZn2
201997,SmCl2,Cotunnite#PbCl2
632172,Hf2Fe,Ti4CoFeH6
5071,NiSe2,Marcasite#FeS2(oP6)
257509,SiO2,Rutile#TiO2
242104,TiO2,Anatase#TiO2
620210,CdP2,ZnP2
609682,YbAl2,Laves(cub)#MgCu2
257521,SiO2,Rutile#TiO2
166022,CrO2,Rutile#TiO2
42413,CdI2,CdI2(hP60)
108923,CdI2,CdI2(hP51)
281601,GeO2,PdF2(cP12)
638305,YMg2,Mn2ZrHx-frame#MgZn2
91887,CaO2,Brucite#Mg(OH)2
197971,HfBe2,SmNiSb
47219,SiO2,Cristobalite#SiO2
58339,NdAg2,Ag2Nd
623725,ScCo2,MgCu2(filled)-frame
616946,Bi2Pd,CeAlCo
253035,TiBi2,Mg2Cu
264699,Ti2Co,Ti2Ni
42361,YO2,Bixbyite#Mn2-xO3
609655,YAl2,Laves(cub)#MgCu2
637963,TaGe2,CrSi2
638488,D2Tb,Fluorite#CaF2
172916,TiO2,Anatase#TiO2
67122,SiO2,Quartz(low)#SiO2
26618,Te2Rh,BaSi2#EuGe2
102229,CeNi2,Laves(cub)#MgCu2
71026,MnF2,Rutile#TiO2
77457,SiO2,Cristobalite#SiO2
279623,KrF2,XeF2
408281,SiO2,SiO2(mS144)
101052,ErMn2,Laves(2H)#MgZn2
122853,Mg2Si,Fluorite#CaF2
77325,PbI2,CdCl2(3R)
618994,UC2,CaC2-I(I4/mmm)
629591,DyFe2,Laves(cub)#MgCu2
647248,PaO2,Fluorite#CaF2
44937,CaF2,Fluorite#CaF2
616761,La2Bi,La2Sb
655664,BeH2,BeH2
5924,Co2B,CuAl2
26624,MgH2,Rutile#TiO2
643006,Mn2Nb,Laves(2H)#MgZn2
636499,GdZn2,CeCu2
24755,NbS2,CdCl2(3R)
154735,NdCo2,Co2Nd
251193,YbBr2,PbO2#Fe2N.94
624937,ScCo2,Laves(cub)#MgCu2
103679,UFe2,Laves(cub)#MgCu2
633293,FeS2,Pyrite#FeS2(cP12)
251187,YbBr2,SrI2
106701,ZrFe2,Laves(cub)#MgCu2
617325,CeC2,CaC2-I(I4/mmm)
658432,NdGa2,AlB2
34234,PbO2,Rutile#TiO2
106067,SmZn2,CeCu2
759738,SnO2,CaCl2
77319,FeTe2,Marcasite#FeS2(oP6)
26630,CrH2,Fluorite#CaF2
30052,ZrCl2,MoS2(3R)
643012,Mn2Nb,Laves(2H)#MgZn2
197193,Ti2Rh,CuZr2
86519,VS2,CdI2(hP3)
620416,CdSe2,Pyrite#FeS2(cP12)
81510,DyMn2,H4+xMn2Y
104089,GdNi2,Laves(cub)#MgCu2
105397,TbNi2,Laves(cub)#MgCu2
76826,Fe2C,Fe2C
59609,AlO2,FeOOH
18133,TaSe2,TaSe2
611807,ErAu2,AlCr2#MoSi2
87175,KO2,KO2(mS12)
629340,Cu2Te,Cu2Te(HT)
42229,CdI2,CdI2(hP33)
75485,SiO2,Cristobalite#SiO2
16678,D2O,H2O(Ih)
26963,Cu2O,Cuprite#Cu2O
42201,CdI2,"CdI2(hP24,P63mc)"
631241,EuFe2,Laves(2H)#MgZn2
174234,P2Ir,FeAsS#CoSb2
92550,SiO2,Rutile#TiO2
636248,GdRe2,Laves(2H)#MgZn2
42567,Bi2Pt,Pyrite#FeS2(cP12)
44102,D2O,H2O(VIII)
42573,As2Ir,FeAsS#CoSb2
59635,GeO2,Quartz(low)#SiO2
257441,HeNa2,Fluorite#CaF2
201607,InI2,Ga(GaCl4)
103916,PrGa2,AlB2
241223,TbCu2,CeCu2
174220,CoAs2,FeAsS#CoSb2
42215,CdI2,CdI2(hP24)
291214,SiS2,SiS2
609721,ZrAl2,Laves(2H)#MgZn2
623862,HoCo2,Laves(cub)#MgCu2
292090,GdAl2,Laves(cub)#MgCu2
77523,SiO2,Rutile#TiO2
106885,ZrCr2,Laves(cub)#MgCu2
43686,PRu2,TiNiSi#MgSrSi
98082,BaO2,Ba(OH)2
63556,CeC2,CaC2-I(I4/mmm)
606360,CeAl2,Laves(cub)#MgCu2
648769,Sb2Pd,Pyrite#FeS2(cP12)
651238,Tl2S,Tl2S
652731,TbSn2,ZrSi2
76629,Mn2B,CuAl2
659102,EuAl2,Laves(cub)#MgCu2
89825,MgO2,Brucite#Mg(OH)2
102361,ErCo2,Laves(cub)#MgCu2
16693,PdSe2,PdS2
650668,SmRu2,Laves(2H)#MgZn2
80829,WO2,MoO2#VO2
198539,ZrSe2,CdI2(hP3)
103719,GdGa2,AlB2
653407,ZrV2,Laves(cub)#MgCu2
634488,LaGa2,AlB2
603224,HfCo2,Laves(cub)#MgCu2
653413,ZrV2,Laves(cub)#MgCu2
625585,YCo2,Laves(cub)#MgCu2
20453,AgF2,CuF2
617251,YbBi2,ZrSi2
618162,LaC2,CaC2-I(I4/mmm)
608371,LuAl2,Laves(cub)#MgCu2
627392,GaCu2,CeCu2
641771,LaRu2,Laves(cub)#MgCu2
106113,SrZn2,CeCu2
626932,ZrCr2,Laves(cub)#MgCu2
647300,PrO2,Fluorite#CaF2
199155,AmSi2,ThSi2
92587,BeI2,ZnBr2
76173,TiO2,Anatase#TiO2
623692,HoCo2,MgCu2(filled)-frame
642278,Li2Pt,CaHg2
58701,Be2Cu,Laves(cub)#MgCu2
200733,GeO2,Quartz(low)#SiO2
632210,SmFe2,MgCu2(filled)-frame
630407,ErFe2,Laves(cub)#MgCu2
651953,TaSe2,MoS2(3R)
55543,SrAu2,CeCu2
634107,YFe2,Laves(cub)#MgCu2
57354,CaAg2,CeCu2
103296,ErRh2,Laves(cub)#MgCu2
251568,PtO2,PdF2(cP12)
88722,CoO2,CdI2(hP3)
650481,Ti2Rh,CuZr2
168351,SiO2,Quartz(low)#SiO2
623309,GdCo2,Laves(cub)#MgCu2
200727,SiO2,Quartz(low)#SiO2
107966,TaAs2,MoAs2
638067,TmGe2,ZrSi2
16334,SiO2,Quartz(low)#SiO2
4031,TlCl2,Scheelite#CaWO4
77906,Rb2O,Fluorite#CaF2
59423,Nd2In,Ni2In#Co1.75Ge
56076,NdH2,Fluorite#CaF2
164225,CeO2,Fluorite#CaF2
90145,SiO2,Quartz(low)#SiO2
56062,LaH2,Fluorite#CaF2
198934,ThSi2,ThSi2
59437,InNi2,Ni2In#Co1.75Ge
88093,CrSb2,CuAl2
649661,SmPt2,Laves(cub)#MgCu2
680461,MnS2,Pyrite#FeS2(cP12)
68167,NiS2,Pyrite#FeS2(cP12)
55594,ZrAl2,Laves(2H)#MgZn2
604013,ThMn2,Laves(2H)#MgZn2
105624,Sr2Pb,TiNiSi#MgSrSi
645729,NdPt2,Laves(cub)#MgCu2
28231,D2O,H2O(II)
615678,VB2,AlB2
257864,TiO2,Rutile#TiO2
280682,BaN2,CaC2-II(C12/c1)#ThC2
199425,NbAs2,MoAs2
102605,NpCo2,Laves(cub)#MgCu2
238253,As2Os,Marcasite#FeS2(oP6)
180174,HoMn2,MgCu2(filled)-frame
608167,HoAl2,Laves(cub)#MgCu2
252934,HoCo2,Laves(cub)#MgCu2
194667,ErCo2,Laves(cub)#MgCu2
659328,Te2Au,AuTe2
633697,SmFe2,Laves(cub)#MgCu2
612881,Co2B,CuAl2
30330,TiB2,AlB2
631094,ErSb2,HoSb2
24351,TiP2,Co2Si
64775,D2O,H2O(Ic)
32255,FeSe2,Marcasite#FeS2(oP6)
657477,TiTe2,CdI2(hP3)
26220,HoSb2,HoSb2
102611,PrCo2,Laves(cub)#MgCu2
190373,SiO2,Rutile#TiO2
180160,HoMn2,MgCu2(filled)-frame
64774,D2O,H2O(VII)
24350,Hf2P,Ta2P
171198,MnSn2,CuAl2
76370,MoS2,MoS2(3R)
603741,Te2Pt,EuGe2#PtTe2
60512,DV2,2-V2D
652268,SmSi2,GdSi1.4
180161,HoMn2,MgCu2(filled)-frame
29112,SiS2,SiS2(Ibam)
190372,SiO2,Rutile#TiO2
30443,PtO2,CaCl2
235762,GdGa2,AlB2
150630,Mg2Tl,ZrNiAl#Mg2In
32254,FeSe2,Marcasite#FeS2(oP6)
620832,CeCu2,CeCu2
651013,SnS2,CdI2(hP3)
238252,P2Os,Marcasite#FeS2(oP6)
58927,CaPd2,Laves(cub)#MgCu2
196717,Mo2C,hcp(filled)#Nb2N
30331,VB2,AlB2
150142,KAg2,Laves(2H)#MgZn2
633866,FeTe2,Marcasite#FeS2(oP6)
158536,SiO2,Rutile#TiO2
421216,PdCl2,PdCl2
640888,IrO2,Rutile#TiO2
23403,Ti2N,Anatase#TiO2
257865,TiO2,Rutile#TiO2
31761,UC2,CaC2-I(I4/mmm)
180149,HoMn2,Laves(cub)#MgCu2
199418,TiCo2,Laves(4H)#MgNi2
656998,CeGa2,AlB2
100749,SiO2,Coesite#SiO2
650457,Te2Rh,Pyrite#FeS2(cP12)
108315,PrCo2,Laves(cub)#MgCu2
640644,Th2In,CuAl2
644422,Si2Mo,AlCr2#MoSi2
652240,ZrSe2,CdI2(hP3)
68166,SiO2,Rutile#TiO2
642053,LaTe2,PrOI
260950,XeF2,XeF2
52205,TmS2,Laves(cub)#MgCu2
33837,TiO2,Rutile#TiO2
170245,SrMg2,Laves(2H)#MgZn2
89367,TaSe2,TaSe2
198935,ThRe2,Laves(2H)#MgZn2
59436,InNi2,Ni2In#Co1.75Ge
632239,Hf2Fe,Ti2Ni
59422,Nd2In,Ni2In#Co1.75Ge
615692,BW2,CuAl2
77907,YbI2,CdI2(hP3)
16335,SiO2,Quartz(low)#SiO2
44315,HfB2,AlB2
919,SbO2,Cervantite#Sb2O4
409571,FeBr2,CdI2(hP3)
603796,ZrCo2,Laves(cub)#MgCu2
191905,TaB2,AlB2
43334,ZnP2,ZnP2(mP)
632205,ScFe2,Mn2ZrHx-frame#MgZn2
85561,Fe2P,ZrNiAl#Fe2P
200726,SiO2,Quartz(low)#SiO2
623308,GdCo2,Laves(cub)#MgCu2
58714,MnBe2,Laves(2H)#MgZn2
168350,SiO2,Quartz(low)#SiO2
620601,YbCd2,Laves(2H)#MgZn2
660225,ZnP2,ZnP2
631718,EuZn2,CeCu2
200732,GeO2,Quartz(low)#SiO2
196930,LuCo2,Laves(cub)#MgCu2
634106,YFe2,Laves(cub)#MgCu2
642090,LaZn2,CeCu2
59378,CO2,CO2(cP12)
55542,CaAu2,CeCu2
65481,LaBr2,NbS2(hP6)
651952,TaSe2,MoS2(3R)
89429,ZrO2,Fluorite#CaF2
106674,ScFe2,Laves(cub)#MgCu2
603225,LuCo2,Laves(cub)#MgCu2
76172,TiO2,Rutile#TiO2
104705,LaRh2,Laves(cub)#MgCu2
92586,BeCl2,ZnBr2
626933,ZrCr2,Laves(2H)#MgZn2
24146,Li2Si,Li2Si
189353,ZrMn2,Laves(2H)#MgZn2
653406,ZrV2,Laves(cub)#MgCu2
624856,CoS2,Pyrite#FeS2(cP12)
103718,GdGa2,AlB2
198538,TiSe2,CdI2(hP3)
642523,Lu2Pt,TiNiSi#MgSrSi
43693,Te2Ir,BaSi2#EuGe2
193445,MnO2,Ni.5Mn1.5O4
606361,CeAl2,Laves(cub)#MgCu2
89824,MgO2,Brucite#Mg(OH)2
181727,MgH2,Rutile#TiO2
380495,EuC2,CaC2-II(C12/c1)#ThC2
260561,EuI2,SrI2(PNMA)
612466,YAu2,AlCr2#MoSi2
623863,HoCo2,Laves(cub)#MgCu2
239414,CeO2,Fluorite#CaF2
609720,Zr2Al,Ni2In#Co1.75Ge
101655,PtO2,Pyrite#FeS2(cP12)
98083,BaO2,Ba(OH)2
649462,PrZn2,CeCu2
51283,CaF2,Cotunnite#PbCl2
405808,WBr2,Mo6Cl12
292091,GdAl2,Laves(cub)#MgCu2
604562,Li2Sb,ZrNiAl#Mg2In
241222,TbCu2,CeCu2
201606,Mg2Ni,Mg2NiH4(C2/c)
59634,GeO2,Quartz(low)#SiO2
646962,Ti2Ni,Ti2Ni
44103,D2O,H2O(VIII)
291215,SiS2,SiS2
611184,As2Pd,Pyrite#FeS2(cP12)
42214,CdI2,CdI2(hP21)
56261,PbAu2,Laves(cub)#MgCu2
625221,SmCo2,Laves(cub)#MgCu2
174221,P2Rh,FeAsS#CoSb2
134611,TiB2,AlB2
92551,GeO2,Rutile#TiO2
174235,P2Ir,FeAsS#CoSb2
58258,EuAg2,CeCu2
611190,AsPd2,ZrNiAl#Fe2P
42200,CdI2,CdI2(hP24)
42566,SnS2,CdI2(hP3)
629369,Th2Cu,CuAl2
103903,GaPd2,Co2Si
643826,TiMn2,Laves(2H)#MgZn2
18132,NbSe2,NbSe2
59608,AlO2,FeOOH
95570,MoS2,MoS2(4H)
197838,YbMg2,Laves(2H)#MgZn2
630176,DyRu2,Laves(2H)#MgZn2
44881,TiO2,Rutile#TiO2
42228,CdI2,CdI2(hP30)
75484,SiO2,Cristobalite#SiO2
86518,FeTe2,Marcasite#FeS2(oP6)
75490,SiO2,Cristobalite#SiO2
652081,TmSe2,PrOI
57157,ZrO2,Baddeleyite#ZrO2(mP12)
643832,TiMn2,Laves(2H)#MgZn2
104088,GdNi2,Laves(cub)#MgCu2
644185,Re2Mo,U#Cr0.49Fe0.51
417217,CaGa2,CaIn2
107581,YbGa2,CaIn2
609085,PrAl2,Laves(cub)#MgCu2
24807,ZrI2,WTe2
647513,TeO2,Cristobalite#SiO2
26157,MgCl2,CdCl2(3R)
188893,CO2,CS2
38369,VTe2,NbTe2
199020,Co2B,CuAl2
625396,TbCo2,Laves(cub)#MgCu2
759739,SnO2,CaCl2
643007,Mn2Nb,Laves(2H)#MgZn2
26625,XeF2,XeF2
251192,YbBr2,SrI2
154734,NdCo2,Co2Nd
58489,In2Au,Fluorite#CaF2
643761,TaMn2,Laves(2H)#MgZn2
108739,TiSe2,CdI2(hP3)
640268,Pr2In,Ni2In#Co1.75Ge
67651,TaS2,TaS2(oF12)
57792,YFe2,Laves(cub)#MgCu2
38355,PIr2,Fluorite#CaF2
122852,Mg2Si,Fluorite#CaF2
617318,CeC2,CaC2-I(I4/mmm)
629590,DyFe2,Laves(cub)#MgCu2
77324,PbI2,CdI2(hP3)
104895,YbMg2,Laves(2H)#MgZn2
197031,NbCr2,Laves(cub)#MgCu2
105553,ZrO2,Fluorite#CaF2
27507,Cr2Co,Spinel#MgAl2O4
102228,CeNi2,Laves(cub)#MgCu2
26619,Te2Rh,Pyrite#FeS2(cP12)
67123,SiO2,Quartz(low)#SiO2
650721,Te2Ru,Pyrite#FeS2(cP12)
609654,YAl2,Laves(cub)#MgCu2
182428,Ti2Sn,Ni2In#Co1.75Ge
604416,TiS2,CdI2(hP3)
77456,SiO2,Cristobalite#SiO2
71027,MnF2,Rutile#TiO2
56473,SiO2,SiO2(mP12)
412233,SeO2,SeO2
91886,CaO2,Brucite#Mg(OH)2
638304,YMg2,Mn2ZrHx-frame#MgZn2
630758,ErMn2,Laves(2H)#MgZn2
631320,EuH2,Cotunnite#PbCl2
605091,ErAg2,AlCr2#MoSi2
30084,Ba2Hg,CuZr2
631334,EuHg2,Cd2Ce
108922,CdI2,CdI2(hP39)
281600,GeO2,PbO2#Fe2N.94
42412,CdI2,CdI2(hP54)
166023,CrO2,Rutile#TiO2
257520,SiO2,Rutile#TiO2
68589,ZrO2,Zirconia#ZrO2(HT)
200478,SiO2,Tridymite#SiO2
630764,ErMn2,Laves(2H)#MgZn2
257508,SiO2,Rutile#TiO2
624711,PrCo2,Laves(cub)#MgCu2
197794,ThAl2,SmNiSb
105590,PdPb2,CuAl2
61585,ThO2,Fluorite#CaF2
609683,YbAl2,Laves(cub)#MgCu2
242105,TiO2,Anatase#TiO2
607862,GdAl2,Laves(cub)#MgCu2
44739,GdH2,Fluorite#CaF2
236848,LaC2,CaC2-I(I4/mmm)
643946,ZrMn2,Laves(2H)#MgZn2
648813,Sc2Pd,Ti2Ni
657264,TbFe2,MgCu2(filled)-frame
24224,UO2,Fluorite#CaF2
641406,LaMg2,Laves(cub)#MgCu2
622823,ErCo2,MgCu2(filled)-frame
634099,YFe2,Laves(cub)#MgCu2
94281,MgF2,CaCl2
199222,Si2Mo,AlCr2#MoSi2
104473,GdAg2,AlCr2#MoSi2
104315,Mg2Hg,Co2Si
70113,Fe2P,ZrNiAl#Fe2P
150744,YFe2,Laves(cub)#MgCu2
618215,LuC2,CaC2-IV(Fm-3m)#KCN
679827,Mg2Si,Fluorite#CaF2
647711,P2Os,Marcasite#FeS2(oP6)
66765,UAs2,UP2#UAs2
76576,NbSe2,CdI2(hP3)
174180,Mg2Cu,Mg2Cu
653016,ThTc2,Laves(2H)#MgZn2
607447,EuAl2,Laves(cub)#MgCu2
603609,Fe2P,ZrNiAl#Fe2P
638847,HfS2,CdI2(hP3)
608984,NpAl2,Laves(cub)#MgCu2
60328,PbI2,CdI2(hP45)
77654,PtO2,Cuprite#Cu2O
631877,GdFe2,Laves(cub)#MgCu2
650245,Sb2Rh,FeAsS#CoSb2
611219,PrAs2,NdAs2
103334,DyNi2,Laves(cub)#MgCu2
406722,Te2Ru,Marcasite#FeS2(oP6)
14324,PbF2,Cotunnite#PbCl2
627998,InCu2,Ni2In#Co1.75Ge
42604,FeSb2,Marcasite#FeS2(oP6)
9474,AmI2,PtI2
198699,NbGe2,CrSi2
642872,TbMg2,Laves(2H)#MgZn2
56671,SnO2,Rutile#TiO2
58890,CaGa2,AlB2
199593,HoNi2,MgCu2(filled)-frame
642866,SrMg2,Laves(2H)#MgZn2
42610,As2Os,Marcasite#FeS2(oP6)
44507,Ag2S,Ag2S(LT)
52365,FeBr2,CdI2(hP3)
14330,UC2,CaC2-I(I4/mmm)
42176,CdI2,CdI2(hP45)
38802,Si2Mo,AlCr2#MoSi2
94256,MgB2,AlB2
629989,DyNi2,Laves(cub)#MgCu2
651832,ScTc2,Laves(2H)#MgZn2
647088,YNi2,Laves(cub)#MgCu2
152812,Co2N,Fe2C
105792,Sn2Pt,Fluorite#CaF2
624275,NbCo2,Laves(cub)#MgCu2
77683,Sm2O,NaCl(defect)
628329,MgCu2,Laves(cub)#MgCu2
650286,RhSe2,IrS2
639230,TbHg2,Cd2Ce
235825,FeS2,Pyrite#FeS2(cP12)
201558,DTa2,Ta2H(oS6)
29933,SiO2,Moganite#SiO2
121630,TiO2,Rutile#TiO2
15012,FeS2,Pyrite#FeS2(cP12)
621319,CeMg2,ThZr2Hx-frame
150961,LaMg2,Laves(cub)#MgCu2
604819,Be2Ag,Laves(cub)#MgCu2
5270,PbF2,Fluorite#CaF2
642694,Mg2Ni,Mg2Ni
77681,SiO2,Quartz(high)#SiO2
102799,MnSn2,CuAl2
634064,Fe2W,Laves(2H)#MgZn2
654790,Ta2Co,Co2Ta4N5
105948,ThRh2,Ni2In#Co1.75Ge
417611,EuGe2,EuGe2#PtTe2
169886,Re2N,Re2N
87566,SiO2,Si24O48
64831,FeCl2,CdI2(hP3)
121632,TiO2,Anatase#TiO2
634070,Fe2W,Laves(2H)#MgZn2
603804,Ni2B,CuAl2
29931,SiO2,Moganite#SiO2
56673,SnO2,Rutile#TiO2
625633,YCo2,Laves(cub)#MgCu2
45169,SiO2,Coesite#SiO2
24583,D2S,Fluorite#CaF2
648385,PrPb2,HfGa2
634058,Fe2W,Laves(2H)#MgZn2
30290,HgBr2,HgI2(oS12)
105974,YRh2,Laves(cub)#MgCu2
414330,Sr2N,Sr2N
105960,TmRh2,Laves(cub)#MgCu2
417639,ZrO2,Baddeleyite#ZrO2(mP12)
42174,CdI2,CdI2(hR18)
52367,CdBr2,CdCl2(3R)
170327,PdSe2,PdS2
150949,Pb2Au,CuAl2
199591,ErCo2,MgCu2(filled)-frame
5258,FeSi2,FeSi2
155831,CrO2,Rutile#TiO2
198664,DyFe2,Laves(cub)#MgCu2
262770,SnO2,Rutile#TiO2
659277,CaBi2,ZrSi2
649064,Tl2Pd,CuAl2
198102,DyFe2,Laves(cub)#MgCu2
239760,PbBr2,Cotunnite#PbCl2
104459,HoZn2,CeCu2
645892,NdSb2,SmSb2
31165,Nb2N,hcp(filled)#Nb2N
659263,NiS2,Pyrite#FeS2(cP12)
619647,CeCd2,Cd2Ce
638851,HfS2,CdI2(hP3)
35465,SnF2,SnF2(C2/c)
606029,Al2Au,Fluorite#CaF2
150746,YNi2,Laves(cub)#MgCu2
22131,EuI2,PtI2
165925,TiO2,Rutile#TiO2
103478,GdFe2,Laves(cub)#MgCu2
181309,SiO2,PdF2(cP12)
94283,MgF2,PdF2(cP12)
29702,MgH2,Rutile#TiO2
26431,SiO2,Quartz(high)#SiO2
106,Te2Br,Te2Br
12958,MnS2,Pyrite#FeS2(cP12)
31159,CrCl2,CaCl2
174182,Mg2Cu,Mg2Cu
60316,EuBr2,SrBr2
172295,SiO2,Coesite#SiO2
199552,ScFe2,Laves(2H)#MgZn2
104303,KHg2,CeCu2
108539,ZrH2,ThH2
100165,ZrCr2,Laves(2H)#MgZn2
644959,Na2S,Fluorite#CaF2
624713,PrCo2,Laves(cub)#MgCu2
24965,KBi2,Laves(cub)#MgCu2
643944,ZrMn2,Laves(2H)#MgZn2
103849,NdGa2,AlB2
26800,US2,W5Si3(defect)
104840,Mg2Ni,Mg2Ni
1566,EuN2,Sr(NH2)2
636465,GdTe2,PrOI
624049,LuCo2,Laves(cub)#MgCu2
623726,ScCo2,MgCu2(filled)-frame
98678,D2O,D2O(tI36)
419402,RbSb2,KSb2
648187,TaP2,MoAs2
639018,HfZn2,Laves(4H)#MgNi2
626138,ZrCr2,Mn2ZrHx-frame#MgZn2
638306,YMg2,Mn2ZrHx-frame#MgZn2
91884,CaO2,Brucite#Mg(OH)2
605939,Ti2Ag,CuZr2
257522,SiO2,Rutile#TiO2
42410,CdI2,CdI2(hP42)
630996,ErRe2,Laves(2H)#MgZn2
166021,CrO2,Rutile#TiO2
611958,Hf2Au,CuZr2
108920,CdI2,CdI2(hP42)
629579,DyFe2,Laves(cub)#MgCu2
87994,Zr2Te,Sc2Te
10356,CrSe2,CrSe2
625343,TaCo2,Laves(cub)#MgCu2
77326,AlO2,Diaspore#AlO(OH)
104897,MgZn2,Laves(2H)#MgZn2
98687,Ti2Se,Ta2P
9853,TiO2,Anatase#TiO2
101051,PrMn2,Laves(2H)#MgZn2
108713,SrPt2,Laves(cub)#MgCu2
20518,CdAs2,CdAs2
122850,Mg2Sn,Fluorite#CaF2
102558,NdCo2,Laves(cub)#MgCu2
71025,MnF2,Rutile#TiO2
77454,SiO2,Cristobalite#SiO2
635811,GdHg2,Cd2Ce
110148,DyGa2,AlB2
609656,YAl2,Laves(cub)#MgCu2
611019,NiAs2,Marcasite#FeS2(oP6)
23763,PbI2,CdI2(hP21)
650723,ThRu2,Laves(cub)#MgCu2
67121,SiO2,Quartz(low)#SiO2
36408,TiO2,Brookite#TiO2
104883,ThMg2,Laves(cub)#MgCu2
612510,ZrAu2,AlCr2#MoSi2
611031,NiAs2,Pyrite#FeS2(cP12)
647277,PbO2,Rutile#TiO2
193269,TiO2,Anatase#TiO2
109357,TaMn2,Laves(2H)#MgZn2
30051,TiTe2,CdI2(hP3)
104673,LaNi2,Laves(cub)#MgCu2
188891,CO2,KrF2
624934,ScCo2,Laves(cub)#MgCu2
647511,TcO2,MoO2#VO2
24756,TaS2,CdI2(hP3)
643763,TaMn2,Laves(2H)#MgZn2
122878,Mg2Sn,Fluorite#CaF2
622389,CmO2,Fluorite#CaF2
615525,TaB2,AlB2
251190,YbBr2,SrI2
154736,NdCo2,Co2Nd
102216,CeMg2,Laves(cub)#MgCu2
637784,GeS2,SiS2
641612,LaOs2,Laves(cub)#MgCu2
641955,LaSi2,ThSi2
75486,SiO2,Cristobalite#SiO2
630174,DyRu2,Laves(2H)#MgZn2
252260,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
111493,SnF2,SnF2(C2/c)
638528,VH2,Fluorite#CaF2
632005,Fe2Ge,Ni2In#Co1.75Ge
18130,TaSe2,NbS2(hP6)
643824,TiMn2,Laves(2H)#MgZn2
43652,Sb2Ru,Marcasite#FeS2(oP6)
192942,CrCl2,CaCl2
87176,NaO2,CaC2-IV(Fm-3m)#KCN
186923,CeO2,Fluorite#CaF2
104934,NpMn2,Laves(cub)#MgCu2
633469,FeSe2,Marcasite#FeS2(oP6)
632777,NbFe2,Laves(2H)#MgZn2
603582,VTe2,CdI2(hP3)
174223,P2Rh,FeAsS#CoSb2
142791,HfO2,Baddeleyite#ZrO2(mP12)
247137,SrHg2,CeCu2
162441,SiO2,Zeolite-Theta-1-frame#Si6O12
152582,TbCo2,TbFe2
42216,CdI2,CdI2(hP24)
291217,SiS2,SiS2
628707,PrCu2,CeCu2
59636,GeO2,Quartz(low)#SiO2
103915,PrGa2,AlB2
241220,TbCu2,CeCu2
197812,ZrRe2,Laves(2H)#MgZn2
30694,SiP2,Pyrite#FeS2(cP12)
120100,ErCo2,Laves(cub)#MgCu2
24187,OsS2,Pyrite#FeS2(cP12)
156928,ErMn2,Mn2ZrHx-frame#MgZn2
71810,FeO2,Diaspore#AlO(OH)
61430,PbO2,Pb3O2SO4
659101,SmAl2,Laves(cub)#MgCu2
96906,MgB2,AlB2
89826,MgO2,Brucite#Mg(OH)2
646021,NdTe2,PrOI
600074,Ti2Cu,CuZr2
34419,VO2,VO2(oF96)
606363,CeAl2,Laves(cub)#MgCu2
168193,PrGa2,AlB2
68400,TiF2,Fluorite#CaF2
653438,ZrW2,Laves(cub)#MgCu2
629394,Ti2Cu,CuZr2
106886,ZrCr2,Laves(2H)#MgZn2
98081,BaO2,Ba(OH)2
43685,Co2P,TiNiSi#MgSrSi
106138,TbZn2,CeCu2
626919,TiCr2,Laves(2H)#MgZn2
641982,LaSi2,ThSi2
44854,Ca2Ge,TiNiSi#MgSrSi
652040,TiSe2,CdI2(hP3)
105431,TmNi2,TmNi2
647303,PrO2,Fluorite#CaF2
92584,BeBr2,SiS2(Ibam)
653410,ZrV2,Laves(cub)#MgCu2
